ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,Count,ont,comparison,geneID,symbol
hsa04914,Progesterone-mediated oocyte maturation,21/344,99/7844,1.168307588200286e-9,3.658647447258791e-9,1.3268867345211007e-9,21,kg,NAC,3479/8503/1017/5601/9088/207/891/890/993/5594/5296/994/995/10459/5291/5894/3480/5295/208/10000/3845,IGF1/PIK3R3/CDK2/MAPK9/PKMYT1/AKT1/CCNB1/CCNA2/CDC25A/MAPK1/PIK3R2/CDC25B/CDC25C/MAD2L2/PIK3CB/RAF1/IGF1R/PIK3R1/AKT2/AKT3/KRAS
GO:0001892,embryonic placenta development,15/374,88/18493,2.4330288365893385e-10,3.801506517767329e-9,1.7561711903201241e-9,15,bp,NAC,9021/1028/2885/207/3976/7472/7477/5594/841/3280/1050/5155/1956/2624/655,SOCS3/CDKN1C/GRB2/AKT1/LIF/WNT2/WNT7B/MAPK1/CASP8/HES1/CEBPA/PDGFB/EGFR/GATA2/BMP7
GO:0010717,regulation of epithelial to mesenchymal transition,15/374,88/18493,2.4330288365893385e-10,3.801506517767329e-9,1.7561711903201241e-9,15,bp,NAC,2146/3066/1277/7048/2475/1499/10459/6423/4088/7074/3553/182/652/655/6422,EZH2/HDAC2/COL1A1/TGFBR2/MTOR/CTNNB1/MAD2L2/SFRP2/SMAD3/TIAM1/IL1B/JAG1/BMP4/BMP7/SFRP1
GO:0031667,response to nutrient levels,34/374,481/18493,2.5824162622839995e-10,4.008285043406485e-9,1.8516960796783653e-9,34,bp,NAC,3725/6772/1788/5468/83990/784/5292/5111/353500/79718/207/6696/1026/1277/7048/7481/30849/1030/2475/5594/7482/4316/6423/5970/7184/7248/3553/595/958/7157/1956/655/6422/10891,JUN/STAT1/DNMT3A/PPARG/BRIP1/CACNB3/PIM1/PCNA/BMP8A/TBL1XR1/AKT1/SPP1/CDKN1A/COL1A1/TGFBR2/WNT11/PIK3R4/CDKN2B/MTOR/MAPK1/WNT2B/MMP7/SFRP2/RELA/HSP90B1/TSC1/IL1B/CCND1/CD40/TP53/EGFR/BMP7/SFRP1/PPARGC1A
GO:0033138,positive regulation of peptidyl-serine phosphorylation,16/374,103/18493,2.581138034512418e-10,4.008285043406485e-9,1.8516960796783653e-9,16,bp,NAC,10253/5008/8312/207/3976/7124/10013/7422/4915/10459/6423/5894/7474/284/1956/5979,SPRY2/OSM/AXIN1/AKT1/LIF/TNF/HDAC6/VEGFA/NTRK2/MAD2L2/SFRP2/RAF1/WNT5A/ANGPT1/EGFR/RET
GO:2001235,positive regulation of apoptotic signaling pathway,20/374,170/18493,2.597455929002523e-10,4.018366853321995e-9,1.856353544827288e-9,20,bp,NAC,1869/84231/5601/4763/3624/581/5518/637/2932/664/841/7027/4318/4088/8743/56658/7314/7157/6422/5979,E2F1/TRAF7/MAPK9/NF1/INHBA/BAX/PPP2R1A/BID/GSK3B/BNIP3/CASP8/TFDP1/MMP9/SMAD3/TNFSF10/TRIM39/UBB/TP53/SFRP1/RET
GO:0048645,animal organ formation,13/374,62/18493,2.6114010594899003e-10,4.026694814026558e-9,1.8602007892276632e-9,13,bp,NAC,10252/64321/5292/7048/7472/5594/7482/2255/1499/3280/7474/652/655,SPRY1/SOX17/PIM1/TGFBR2/WNT2/MAPK1/WNT2B/FGF10/CTNNB1/HES1/WNT5A/BMP4/BMP7
GO:0002237,response to molecule of bacterial origin,28/374,337/18493,2.8251535459542566e-10,4.342057884517278e-9,2.0058881729788737e-9,28,bp,NAC,2353/3725/1147/3066/836/207/567/7124/4846/7097/387/55970/1019/5594/841/2255/5970/11213/3553/958/654/7474/5578/7128/4790/25/10014/10891,FOS/JUN/CHUK/HDAC2/CASP3/AKT1/B2M/TNF/NOS3/TLR2/RHOA/GNG12/CDK4/MAPK1/CASP8/FGF10/RELA/IRAK3/IL1B/CD40/BMP6/WNT5A/PRKCA/TNFAIP3/NFKB1/ABL1/HDAC5/PPARGC1A
GO:0001656,metanephros development,15/374,89/18493,2.873020162837082e-10,4.401242288541627e-9,2.033229424342787e-9,15,bp,NAC,10252/6772/8516/4763/3976/7477/2255/1499/3280/3398/652/5155/655/4609/5979,SPRY1/STAT1/ITGA8/NF1/LIF/WNT7B/FGF10/CTNNB1/HES1/ID2/BMP4/PDGFB/BMP7/MYC/RET
GO:0018205,peptidyl-lysine modification,29/374,361/18493,2.980484485731664e-10,4.54355872142153e-9,2.098974943432308e-9,29,bp,NAC,2146/675/8085/1786/79723/3066/4221/54790/2033/3976/10013/7468/1111/54904/25942/4602/58508/1499/54880/2122/7403/5970/6598/3553/23409/64324/546/2624/10891,EZH2/BRCA2/KMT2D/DNMT1/SUV39H2/HDAC2/MEN1/TET2/EP300/LIF/HDAC6/NSD2/CHEK1/NSD3/SIN3A/MYB/KMT2C/CTNNB1/BCOR/MECOM/KDM6A/RELA/SMARCB1/IL1B/SIRT4/NSD1/ATRX/GATA2/PPARGC1A
GO:0030330,"DNA damage response, signal transduction by p53 class mediator",16/374,104/18493,2.9949036862442574e-10,4.54355872142153e-9,2.098974943432308e-9,16,bp,NAC,545/1647/1869/5111/1017/11200/2033/4683/891/1026/581/25904/995/7027/7157/546,ATR/GADD45A/E2F1/PCNA/CDK2/CHEK2/EP300/NBN/CCNB1/CDKN1A/BAX/CNOT10/CDC25C/TFDP1/TP53/ATRX
GO:2001237,negative regulation of extrinsic apoptotic signaling pathway,16/374,104/18493,2.9949036862442574e-10,4.54355872142153e-9,2.098974943432308e-9,16,bp,NAC,3479/207/3303/7124/4846/3082/841/2255/6423/8743/5970/5894/3553/652/7128/3655,IGF1/AKT1/HSPA1A/TNF/NOS3/HGF/CASP8/FGF10/SFRP2/TNFSF10/RELA/RAF1/IL1B/BMP4/TNFAIP3/ITGA6
GO:0036297,interstrand cross-link repair,12/374,51/18493,3.0657071106886016e-10,4.636019466742281e-9,2.141688771860306e-9,12,bp,NAC,545/2175/29089/2956/2188/2176/55120/2189/2187/91442/7314/6233,ATR/FANCA/UBE2T/MSH6/FANCF/FANCC/FANCL/FANCG/FANCB/FAAP24/UBB/RPS27A
GO:1902554,serine/threonine protein kinase complex,15/379,87/19659,1.0701496917543921e-10,5.818938948914507e-9,4.139789597049885e-9,15,cc,NAC,1147/1017/2068/2967/891/890/1026/898/91/1019/8517/595/5925/9175/896,CHUK/CDK2/ERCC2/GTF2H3/CCNB1/CCNA2/CDKN1A/CCNE1/ACVR1B/CDK4/IKBKG/CCND1/RB1/MAP3K13/CCND3
hsa04921,Oxytocin signaling pathway,26/344,153/7844,1.9739577832021255e-9,6.101324057170206e-9,2.212775642140455e-9,26,kg,NAC,2353/3725/27092/784/4893/1026/2778/4846/783/387/3265/5594/781/785/5534/5894/5605/4772/595/5578/5532/1956/23533/5294/5533/3845,FOS/JUN/CACNG4/CACNB3/NRAS/CDKN1A/GNAS/NOS3/CACNB2/RHOA/HRAS/MAPK1/CACNA2D1/CACNB4/PPP3R1/RAF1/MAP2K2/NFATC1/CCND1/PRKCA/PPP3CB/EGFR/PIK3R5/PIK3CG/PPP3CC/KRAS
GO:0048713,regulation of oligodendrocyte differentiation,10/374,32/18493,4.4078150789793767e-10,6.644216127064106e-9,3.0694096906253147e-9,10,bp,NAC,5468/3066/4763/7097/3065/2475/1499/3280/3400/3398,PPARG/HDAC2/NF1/TLR2/HDAC1/MTOR/CTNNB1/HES1/ID4/ID2
GO:0051219,phosphoprotein binding,15/377,82/17632,1.8354149816007138e-10,7.813623778814467e-9,4.940440326413951e-9,15,mf,NAC,9021/84295/8503/2885/6850/5781/2475/5594/5296/3667/5925/6464/23624/25/5295,SOCS3/PHF6/PIK3R3/GRB2/SYK/PTPN11/MTOR/MAPK1/PIK3R2/IRS1/RB1/SHC1/CBLC/ABL1/PIK3R1
hsa04934,Cushing syndrome,26/344,155/7844,2.6329281558547026e-9,8.033806424274605e-9,2.9136316974370534e-9,26,kg,NAC,3164/1869/8312/8085/1017/4221/9586/1026/898/2778/2932/7472/7481/1019/1030/7477/5594/7482/1499/148327/7976/5605/595/7474/5925/1956,NR4A1/E2F1/AXIN1/KMT2D/CDK2/MEN1/CREB5/CDKN1A/CCNE1/GNAS/GSK3B/WNT2/WNT11/CDK4/CDKN2B/WNT7B/MAPK1/WNT2B/CTNNB1/CREB3L4/FZD3/MAP2K2/CCND1/WNT5A/RB1/EGFR
GO:0042542,response to hydrogen peroxide,18/374,141/18493,5.398788870048772e-10,8.111982126466254e-9,3.7474693888618355e-9,18,bp,NAC,9314/3725/6772/80310/2146/5111/8061/3066/836/10013/1277/664/3082/4602/4233/5970/7128/25,KLF4/JUN/STAT1/PDGFD/EZH2/PCNA/FOSL1/HDAC2/CASP3/HDAC6/COL1A1/BNIP3/HGF/MYB/MET/RELA/TNFAIP3/ABL1
GO:0032496,response to lipopolysaccharide,27/374,324/18493,5.563085356678787e-10,8.332226252375903e-9,3.8492149434076486e-9,27,bp,NAC,2353/3725/1147/3066/836/207/7124/4846/7097/387/55970/1019/5594/841/2255/5970/11213/3553/958/654/7474/5578/7128/4790/25/10014/10891,FOS/JUN/CHUK/HDAC2/CASP3/AKT1/TNF/NOS3/TLR2/RHOA/GNG12/CDK4/MAPK1/CASP8/FGF10/RELA/IRAK3/IL1B/CD40/BMP6/WNT5A/PRKCA/TNFAIP3/NFKB1/ABL1/HDAC5/PPARGC1A
GO:0018022,peptidyl-lysine methylation,17/374,125/18493,6.037260659114134e-10,9.013725993591674e-9,4.164045447088245e-9,17,bp,NAC,2146/8085/1786/79723/4221/54790/7468/54904/4602/58508/1499/54880/2122/7403/6598/64324/546,EZH2/KMT2D/DNMT1/SUV39H2/MEN1/TET2/NSD2/NSD3/MYB/KMT2C/CTNNB1/BCOR/MECOM/KDM6A/SMARCB1/NSD1/ATRX
GO:0030518,intracellular steroid hormone receptor signaling pathway,18/374,142/18493,6.069716747639456e-10,9.033505653211508e-9,4.1731830003756955e-9,18,bp,NAC,6597/1616/8312/8085/8289/9968/2033/6502/898/861/10013/387/3065/1499/9611/5925/6422/10891,SMARCA4/DAXX/AXIN1/KMT2D/ARID1A/MED12/EP300/SKP2/CCNE1/RUNX1/HDAC6/RHOA/HDAC1/CTNNB1/NCOR1/RB1/SFRP1/PPARGC1A
hsa04062,Chemokine signaling pathway,29/344,190/7844,3.004681845908907e-9,9.05207948514329e-9,3.2829301980616975e-9,29,kg,NAC,6772/8503/1147/2885/4893/207/5881/2932/387/3265/55970/5594/5296/5291/2788/8517/6654/7074/5970/5894/4790/6464/5295/25759/23533/208/5294/10000/3845,STAT1/PIK3R3/CHUK/GRB2/NRAS/AKT1//GSK3B/RHOA/HRAS/GNG12/MAPK1/PIK3R2/PIK3CB/GNG7/IKBKG/SOS1/TIAM1/RELA/RAF1/NFKB1/SHC1/PIK3R1/SHC2/PIK3R5/AKT2/PIK3CG/AKT3/KRAS
GO:0071383,cellular response to steroid hormone stimulus,24/374,259/18493,6.178649572584685e-10,9.1666211166769e-9,4.234677973705725e-9,24,bp,NAC,3164/6597/5468/1616/8312/8085/8289/9968/2033/6502/898/861/1978/10013/387/3065/1499/9611/652/5925/1956/655/6422/10891,NR4A1/SMARCA4/PPARG/DAXX/AXIN1/KMT2D/ARID1A/MED12/EP300/SKP2/CCNE1/RUNX1/EIF4EBP1/HDAC6/RHOA/HDAC1/CTNNB1/NCOR1/BMP4/RB1/EGFR/BMP7/SFRP1/PPARGC1A
GO:0090183,regulation of kidney development,12/374,54/18493,6.271911270273789e-10,9.275722862923782e-9,4.2850793981612375e-9,12,bp,NAC,6772/80310/3976/7422/7482/1499/8842/652/5155/655/4609/5979,STAT1/PDGFD/LIF/VEGFA/WNT2B/CTNNB1/PROM1/BMP4/PDGFB/BMP7/MYC/RET
GO:0019827,stem cell population maintenance,18/374,144/18493,7.648875359970185e-10,1.1276696181172345e-8,5.209463370063838e-9,18,bp,NAC,9314/2247/3981/8289/9968/3976/2176/9126/2255/1499/8243/3280/5894/182/2624/655/6422/4853,KLF4/FGF2/LIG4/ARID1A/MED12/LIF/FANCC/SMC3/FGF10/CTNNB1/SMC1A/HES1/RAF1/JAG1/GATA2/BMP7/SFRP1/NOTCH2
hsa05146,Amoebiasis,20/344,96/7844,4.094178036255569e-9,1.218017965786032e-8,4.417402618065219e-9,20,kg,NAC,8503/2335/836/7124/2778/3554/1277/7097/1278/1281/5296/1286/5291/3911/5970/3553/5578/4790/5295/3909,PIK3R3/FN1/CASP3/TNF/GNAS/IL1R1/COL1A1/TLR2/COL1A2/COL3A1/PIK3R2/COL4A4/PIK3CB/LAMA5/RELA/IL1B/PRKCA/NFKB1/PIK3R1/LAMA3
GO:0001894,tissue homeostasis,22/374,221/18493,8.422252548141424e-10,1.2378079291846599e-8,5.718266203738124e-9,22,bp,NAC,567/4763/5881/6696/581/2778/7422/6850/4846/5781/2074/1499/8842/3690/53833/5925/5578/7128/1956/2624/10000/3845,B2M/NF1//SPP1/BAX/GNAS/VEGFA/SYK/NOS3/PTPN11/ERCC6/CTNNB1/PROM1/ITGB3/IL20RB/RB1/PRKCA/TNFAIP3/EGFR/GATA2/AKT3/KRAS
GO:0000784,"nuclear chromosome, telomeric region",17/379,124/19659,2.5928787603961614e-10,1.253224734191478e-8,8.91586380767803e-9,17,cc,NAC,4436/545/675/3981/5111/2237/4221/4173/4171/4683/5424/4176/4174/3020/5591/10111/546,MSH2/ATR/BRCA2/LIG4/PCNA/FEN1/MEN1/MCM4/MCM2/NBN/POLD1/MCM7/MCM5/H3F3A/PRKDC/RAD50/ATRX
GO:0030177,positive regulation of Wnt signaling pathway,17/374,128/18493,8.792664837672755e-10,1.2882212688964164e-8,5.951159280195628e-9,17,bp,NAC,6424/27123/6597/8312/79718/1277/7097/2255/6423/4088/139285/7474/7128/4790/25/1956/6422,SFRP4/DKK2/SMARCA4/AXIN1/TBL1XR1/COL1A1/TLR2/FGF10/SFRP2/SMAD3/AMER1/WNT5A/TNFAIP3/NFKB1/ABL1/EGFR/SFRP1
GO:0010594,regulation of endothelial cell migration,22/374,222/18493,9.177940467427417e-10,1.3363422296690756e-8,6.17346231864761e-9,22,bp,NAC,9314/5468/2247/54567/1969/207/4763/7422/4846/387/4233/3690/958/7474/652/284/5578/5155/25/10014/2624/10000,KLF4/PPARG/FGF2/DLL4/EPHA2/AKT1/NF1/VEGFA/NOS3/RHOA/MET/ITGB3/CD40/WNT5A/BMP4/ANGPT1/PRKCA/PDGFB/ABL1/HDAC5/GATA2/AKT3
GO:2001234,negative regulation of apoptotic signaling pathway,22/374,222/18493,9.177940467427417e-10,1.3363422296690756e-8,6.17346231864761e-9,22,bp,NAC,3479/207/3303/581/7124/4846/637/3082/3065/841/2255/1499/4318/6423/8743/5970/5894/3553/652/7128/23542/3655,IGF1/AKT1/HSPA1A/BAX/TNF/NOS3/BID/HGF/HDAC1/CASP8/FGF10/CTNNB1/MMP9/SFRP2/TNFSF10/RELA/RAF1/IL1B/BMP4/TNFAIP3/MAPK8IP2/ITGA6
GO:0045309,protein phosphorylated amino acid binding,12/377,49/17632,3.4710271909234463e-10,1.3791548038602493e-8,8.72019462702171e-9,12,mf,NAC,9021/8503/2885/6850/5781/5594/5296/3667/6464/23624/25/5295,SOCS3/PIK3R3/GRB2/SYK/PTPN11/MAPK1/PIK3R2/IRS1/SHC1/CBLC/ABL1/PIK3R1
GO:0071158,positive regulation of cell cycle arrest,14/374,82/18493,9.509986163112914e-10,1.380415584108643e-8,6.377066744855444e-9,14,bp,NAC,1647/1869/5111/1017/11200/2033/891/1026/581/25904/995/7027/3398/7157,GADD45A/E2F1/PCNA/CDK2/CHEK2/EP300/CCNB1/CDKN1A/BAX/CNOT10/CDC25C/TFDP1/ID2/TP53
GO:0051092,positive regulation of NF-kappaB transcription factor activity,18/374,146/18493,9.600998612993159e-10,1.3893383531355946e-8,6.418287008005791e-9,18,bp,NAC,4615/1147/3303/7124/7097/8517/5970/268/4869/11213/3553/958/7474/7314/9175/4790/6233/3845,MYD88/CHUK/HSPA1A/TNF/TLR2/IKBKG/RELA/AMH/NPM1/IRAK3/IL1B/CD40/WNT5A/UBB/MAP3K13/NFKB1/RPS27A/KRAS
GO:0021782,glial cell development,15/374,97/18493,1.0059741478677406e-9,1.451256569761345e-8,6.704328838227371e-9,15,bp,NAC,2068/207/9968/4763/8890/7124/7097/4915/4137/3400/79885/3398/1956/208/3845,ERCC2/AKT1/MED12/NF1/EIF2B4/TNF/TLR2/NTRK2/MAPT/ID4/HDAC11/ID2/EGFR/AKT2/KRAS
GO:0005667,transcription factor complex,28/379,356/19659,3.455912983125228e-10,1.5033221476594742e-8,1.0695141231987549e-8,28,cc,NAC,2353/3164/9314/3725/64321/5468/4093/1869/1017/6929/2068/2967/2033/1875/861/25942/3065/1019/7027/1499/4088/5970/5591/1050/4772/5925/7157/5090,FOS/NR4A1/KLF4/JUN/SOX17/PPARG/SMAD9/E2F1/CDK2/TCF3/ERCC2/GTF2H3/EP300/E2F5/RUNX1/SIN3A/HDAC1/CDK4/TFDP1/CTNNB1/SMAD3/RELA/PRKDC/CEBPA/NFATC1/RB1/TP53/PBX3
GO:0042303,molting cycle,16/374,113/18493,1.0604335708533276e-9,1.5204936230863415e-8,7.0241812908898195e-9,16,bp,NAC,3066/2068/4763/3624/2252/7124/91/3065/2255/1499/3911/6654/7976/5970/7474/1956,HDAC2/ERCC2/NF1/INHBA/FGF7/TNF/ACVR1B/HDAC1/FGF10/CTNNB1/LAMA5/SOS1/FZD3/RELA/WNT5A/EGFR
GO:0042633,hair cycle,16/374,113/18493,1.0604335708533276e-9,1.5204936230863415e-8,7.0241812908898195e-9,16,bp,NAC,3066/2068/4763/3624/2252/7124/91/3065/2255/1499/3911/6654/7976/5970/7474/1956,HDAC2/ERCC2/NF1/INHBA/FGF7/TNF/ACVR1B/HDAC1/FGF10/CTNNB1/LAMA5/SOS1/FZD3/RELA/WNT5A/EGFR
hsa04659,Th17 cell differentiation,21/344,107/7844,5.1996178101585e-9,1.527788936812004e-8,5.540853286978519e-9,21,kg,NAC,2353/3725/6772/1147/5601/861/3554/7048/2475/5594/4088/8517/5970/5534/3560/4772/3553/5532/3559/4790/5533,FOS/JUN/STAT1/CHUK/MAPK9/RUNX1/IL1R1/TGFBR2/MTOR/MAPK1/SMAD3/IKBKG/RELA/PPP3R1/IL2RB/NFATC1/IL1B/PPP3CB/IL2RA/NFKB1/PPP3CC
GO:0008083,growth factor activity,20/377,166/17632,4.4104060435127566e-10,1.5462364717256488e-8,9.776627638251188e-9,20,mf,NAC,3479/80310/2247/5008/353500/3976/3624/2252/7422/3082/7060/2255/10637/268/182/654/652/4254/5155/655,IGF1/PDGFD/FGF2/OSM/BMP8A/LIF/INHBA/FGF7/VEGFA/HGF/THBS4/FGF10/LEFTY1/AMH/JAG1/BMP6/BMP4/KITLG/PDGFB/BMP7
GO:0008094,DNA-dependent ATPase activity,15/377,87/17632,4.398759229564062e-10,1.5462364717256488e-8,9.776627638251188e-9,15,mf,NAC,6597/4436/83990/2956/2068/2967/4173/5984/5983/4683/55193/4176/2074/10111/546,SMARCA4/MSH2/BRIP1/MSH6/ERCC2/GTF2H3/MCM4/RFC4/RFC3/NBN/PBRM1/MCM7/ERCC6/RAD50/ATRX
GO:0010463,mesenchymal cell proliferation,11/374,45/18493,1.0962602761742962e-9,1.567085738251585e-8,7.2394215646256524e-9,11,bp,NAC,6772/2252/7422/7048/7472/7481/1499/7474/652/655/4609,STAT1/FGF7/VEGFA/TGFBR2/WNT2/WNT11/CTNNB1/WNT5A/BMP4/BMP7/MYC
GO:0010038,response to metal ion,28/374,358/18493,1.1180293240978132e-9,1.593361185221823e-8,7.3608055021942154e-9,28,bp,NAC,2353/3725/1788/3981/1147/1616/5111/5601/836/207/567/891/664/999/1019/7518/5594/841/10156/4318/4137/1050/3398/595/654/7474/1956/10891,FOS/JUN/DNMT3A/LIG4/CHUK/DAXX/PCNA/MAPK9/CASP3/AKT1/B2M/CCNB1/BNIP3/CDH1/CDK4/XRCC4/MAPK1/CASP8/RASA4/MMP9/MAPT/CEBPA/ID2/CCND1/BMP6/WNT5A/EGFR/PPARGC1A
GO:0071824,protein-DNA complex subunit organization,25/374,290/18493,1.2243846618582176e-9,1.739661953087371e-8,8.03666701248326e-9,25,bp,NAC,3014/3070/6597/1616/8357/8289/2068/2967/4171/55193/8355/196528/9978/8358/3020/4869/6598/440093/5925/7314/7157/6233/546/5893/4609,H2AFX/HELLS/SMARCA4/DAXX/HIST1H3H/ARID1A/ERCC2/GTF2H3/MCM2/PBRM1/HIST1H3G/ARID2/RBX1/HIST1H3B/H3F3A/NPM1/SMARCB1/H3F3C/RB1/UBB/TP53/RPS27A/ATRX/RAD52/MYC
GO:0008625,extrinsic apoptotic signaling pathway via death domain receptors,14/374,84/18493,1.3234088776651353e-9,1.874696370981666e-8,8.660481685164361e-9,14,bp,NAC,1616/4763/581/7124/4846/637/3082/841/6423/8743/5894/7128/5295/6422,DAXX/NF1/BAX/TNF/NOS3/BID/HGF/CASP8/SFRP2/TNFSF10/RAF1/TNFAIP3/PIK3R1/SFRP1
GO:0016331,morphogenesis of embryonic epithelium,18/374,149/18493,1.340589290628532e-9,1.8933307609087046e-8,8.746566448102703e-9,18,bp,NAC,8289/9968/7472/7477/7482/2255/1499/6423/3911/7403/7976/7248/7474/652/25/655/6422/5979,ARID1A/MED12/WNT2/WNT7B/WNT2B/FGF10/CTNNB1/SFRP2/LAMA5/KDM6A/FZD3/TSC1/WNT5A/BMP4/ABL1/BMP7/SFRP1/RET
GO:0060560,developmental growth involved in morphogenesis,22/374,227/18493,1.4000937366230852e-9,1.9714493542929248e-8,9.10744869962196e-9,22,bp,NAC,10252/10253/2335/9968/6696/10013/7422/7048/2932/7481/7477/2255/1499/6423/4137/7074/7474/652/9175/5532/25/6422,SPRY1/SPRY2/FN1/MED12/SPP1/HDAC6/VEGFA/TGFBR2/GSK3B/WNT11/WNT7B/FGF10/CTNNB1/SFRP2/MAPT/TIAM1/WNT5A/BMP4/MAP3K13/PPP3CB/ABL1/SFRP1
GO:0038093,Fc receptor signaling pathway,20/374,187/18493,1.4255653811715026e-9,2.0013235784028586e-8,9.245457805932384e-9,20,bp,NAC,2353/3725/1147/2885/5601/6850/4214/5594/5296/5291/8517/6654/5970/5534/4772/5532/4790/6464/25/5295,FOS/JUN/CHUK/GRB2/MAPK9/SYK/MAP3K1/MAPK1/PIK3R2/PIK3CB/IKBKG/SOS1/RELA/PPP3R1/NFATC1/PPP3CB/NFKB1/SHC1/ABL1/PIK3R1
GO:0051321,meiotic cell cycle,23/374,249/18493,1.5089509915570431e-9,2.1120822956228495e-8,9.757126712323737e-9,23,bp,NAC,3014/83990/1017/2175/9088/2956/4683/5885/3976/898/7272/5518/993/10744/9126/994/995/8243/10735/10111/7474/7314/546,H2AFX/BRIP1/CDK2/FANCA/PKMYT1/MSH6/NBN/RAD21/LIF/CCNE1/TTK/PPP2R1A/CDC25A/PTTG2/SMC3/CDC25B/CDC25C/SMC1A/STAG2/RAD50/WNT5A/UBB/ATRX
hsa05217,Basal cell carcinoma,16/344,63/7844,7.386994629474199e-9,2.1440301485547064e-8,7.775783820499157e-9,16,kg,NAC,4616/1647/8312/10912/1026/581/2932/7472/7481/7477/7482/1499/7976/7474/652/7157,GADD45B/GADD45A/AXIN1/GADD45G/CDKN1A/BAX/GSK3B/WNT2/WNT11/WNT7B/WNT2B/CTNNB1/FZD3/WNT5A/BMP4/TP53
GO:0038034,signal transduction in absence of ligand,13/374,71/18493,1.549586431113925e-9,2.156125735363547e-8,9.96059294244516e-9,13,bp,NAC,836/207/4763/3303/3624/581/7124/5518/2932/2255/3553/4254/5979,CASP3/AKT1/NF1/HSPA1A/INHBA/BAX/TNF/PPP2R1A/GSK3B/FGF10/IL1B/KITLG/RET
GO:0097192,extrinsic apoptotic signaling pathway in absence of ligand,13/374,71/18493,1.549586431113925e-9,2.156125735363547e-8,9.96059294244516e-9,13,bp,NAC,836/207/4763/3303/3624/581/7124/5518/2932/2255/3553/4254/5979,CASP3/AKT1/NF1/HSPA1A/INHBA/BAX/TNF/PPP2R1A/GSK3B/FGF10/IL1B/KITLG/RET
GO:0009266,response to temperature stimulus,21/374,208/18493,1.5872081560217357e-9,2.2019586896077354e-8,1.0172326141993053e-8,21,bp,NAC,2353/3479/5433/5468/545/1616/3066/207/2033/4763/1026/3303/8890/4846/2932/2475/5594/841/4137/3310/10891,FOS/IGF1/POLR2D/PPARG/ATR/DAXX/HDAC2/AKT1/EP300/NF1/CDKN1A/HSPA1A/EIF2B4/NOS3/GSK3B/MTOR/MAPK1/CASP8/MAPT/HSPA6/PPARGC1A
GO:0033613,activating transcription factor binding,14/377,76/17632,6.785706933983026e-10,2.246822962585491e-8,1.42063338150054e-8,14,mf,NAC,2353/3725/5468/2033/25942/3065/1499/10459/4088/9611/5970/4869/5925/4609,FOS/JUN/PPARG/EP300/SIN3A/HDAC1/CTNNB1/MAD2L2/SMAD3/NCOR1/RELA/NPM1/RB1/MYC
GO:0071216,cellular response to biotic stimulus,22/374,229/18493,1.652257046303077e-9,2.2854602614009916e-8,1.055807598628344e-8,22,bp,NAC,207/7124/6850/4846/7097/2932/387/1019/5594/8243/5970/3553/958/654/7474/5578/7157/7128/4790/25/10014/10891,AKT1/TNF/SYK/NOS3/TLR2/GSK3B/RHOA/CDK4/MAPK1/SMC1A/RELA/IL1B/CD40/BMP6/WNT5A/PRKCA/TP53/TNFAIP3/NFKB1/ABL1/HDAC5/PPARGC1A
GO:0007219,Notch signaling pathway,20/374,189/18493,1.7195129054273478e-9,2.3715158927345503e-8,1.0955624747035177e-8,20,bp,NAC,6772/84231/54567/207/2033/1840/7048/23220/2255/3280/1050/182/83464/3559/84441/1956/2624/655/4609/4853,STAT1/TRAF7/DLL4/AKT1/EP300/DTX1/TGFBR2/DTX4/FGF10/HES1/CEBPA/JAG1/APH1B/IL2RA/MAML2/EGFR/GATA2/BMP7/MYC/NOTCH2
GO:0032200,telomere organization,19/374,170/18493,1.7582238902536056e-9,2.4036517400640867e-8,1.1104081810025572e-8,19,bp,NAC,545/5111/2237/8357/5984/5983/4683/898/5424/8355/8358/3020/5594/1499/57804/5591/10111/546/4609,ATR/PCNA/FEN1/HIST1H3H/RFC4/RFC3/NBN/CCNE1/POLD1/HIST1H3G/HIST1H3B/H3F3A/MAPK1/CTNNB1/POLD4/PRKDC/RAD50/ATRX/MYC
GO:0048771,tissue remodeling,19/374,170/18493,1.7582238902536056e-9,2.4036517400640867e-8,1.1104081810025572e-8,19,bp,NAC,3953/54567/1969/4763/3976/6696/581/6850/4846/7060/2255/1499/3690/182/5578/7128/1956/6422/4853,LEPR/DLL4/EPHA2/NF1/LIF/SPP1/BAX/SYK/NOS3/THBS4/FGF10/CTNNB1/ITGB3/JAG1/PRKCA/TNFAIP3/EGFR/SFRP1/NOTCH2
GO:0090596,sensory organ morphogenesis,23/374,251/18493,1.7632571769553688e-9,2.4036517400640867e-8,1.1104081810025572e-8,23,bp,NAC,10253/8516/1301/1969/3066/8289/4763/581/7422/4915/7472/3065/5594/7482/2255/1499/8842/7976/182/7474/652/2624/655,SPRY2/ITGA8/COL11A1/EPHA2/HDAC2/ARID1A/NF1/BAX/VEGFA/NTRK2/WNT2/HDAC1/MAPK1/WNT2B/FGF10/CTNNB1/PROM1/FZD3/JAG1/WNT5A/BMP4/GATA2/BMP7
